@relation pan_features_trainset_dec31_withoutid

@attribute TSDiff numeric
@attribute dsr numeric
@attribute ddsr numeric
@attribute rep numeric
@attribute insertedTokens numeric
@attribute deletedTokens numeric
@attribute deleterTokens numeric
@attribute insPageCount numeric
@attribute delPageCount numeric
@attribute insRevisionCount numeric
@attribute delRevisionCount numeric
@attribute userType {0,1,2,3,4,5}
@attribute userPageStatus {-1,1,0}
@attribute comment_feature1 {0,1}
@attribute comment_feature2 {0,1}
@attribute comment_feature3 {0,1}
@attribute comment_feature4 {0,1}
@attribute comment_feature5 {0,1}
@attribute RevOrdinal numeric
@attribute CommentLength numeric
@attribute InsertSize numeric
@attribute DeleteSize numeric
@attribute SizeRatio numeric
@attribute KLDNew2OLD numeric
@attribute HasBecomeBlank {0,1}
@attribute HasInsInternalLink {0,1}
@attribute HasInsExternalLink {0,1}
@attribute Reverted {0,1}
@attribute KLDINSOld numeric
@attribute LongestInsertedWord numeric
@attribute LongestInsertedCharacterSequence numeric
@attribute InsCompressibiity numeric
@attribute InsUpperToLowerRatio numeric
@attribute InsUpperToAllRatio numeric
@attribute InsDigitRatio numeric
@attribute InsNonAlphabeticRatio numeric
@attribute InsCharacterDiversity numeric
@attribute InsAvgTermFrequency numeric
@attribute InsVulgarRatio numeric
@attribute InsBiasRatio numeric
@attribute InsSexRatio numeric
@attribute InsBadRatio numeric
@attribute InsPronounRatio numeric
@attribute InsGoodRatio numeric
@attribute InsAllSpecialRatio numeric
@attribute KLDDELOLD numeric
@attribute DelVulgarRatio numeric
@attribute DelBiasRatio numeric
@attribute DelSexRatio numeric
@attribute DelBadRatio numeric
@attribute DelPronounRatio numeric
@attribute DelGoodRatio numeric
@attribute DelAllSpecialRatio numeric
@attribute LongestCommentCharacterSequence numeric
@attribute CommentUpperToLowerRatio numeric
@attribute CommentUpperToAllRatio numeric
@attribute CommentDigitRatio numeric
@attribute CommentNonAlphabeticRatio numeric
@attribute CommentCharacterDiversity numeric
@attribute CommentVulgarRatio numeric
@attribute CommentBiasRatio numeric
@attribute CommentSexRatio numeric
@attribute CommentBadRatio numeric
@attribute CommentPronounRatio numeric
@attribute CommentGoodRatio numeric
@attribute CommentAllSpecialRatio numeric
@attribute label {0,1}

@data
63452,0.424925,0.66324,0.730939,503647,289635,292804,8209,4687,23723,10534,2,1,0,0,0,0,0,3,25,1,2,0.997959,12.398578,0,0,0,0,1347.483004,4,1,1,0.166667,0.333333,0.166667,0.073641,0.2,1.5,0,0,0,0,0,0,0,1340.585299,0,0,0,0,0,0,0,0,0.125,0.361842,0.085526,0.013158,0.025,0,0,0,0,0,0,0,0
0,0.424971,0.573028,0.68099,16507,9492,12554,119,70,409,228,0,1,0,0,0,0,0,646,23,1,1,0.999883,7.127603,0,0,0,0,3936.110787,4,1,1,0.166667,0.666667,0.5,0.051532,0.166667,1.5,0,0,0,0,0,0,0,3936.110787,0,0,0,0,0,0,0,0,0.103774,0.62931,0.344828,0.008621,0.027027,0,0,0,0,0,0,0,0
11989,0.425195,0.684881,0.755369,978641,562528,1215722,3732,2605,20730,16602,0,1,0,0,0,0,0,887,27,38,59,0.991967,47.86442,0,1,0,0,7545.317049,9,2,0.719626,0.074627,0.246512,0.004651,0.076936,0.03125,38.035714,0,0,0,0,0,0,0,7437.554905,0,0,0,0,0,0,0,0,0.069231,0.478261,0.224638,0.007246,0.030303,0,0,0,0,0,0,0,0
6,0.425195,0.684881,0.755369,978641,562528,1215722,3732,2605,20730,16602,0,1,0,0,0,0,0,1402,1,60,49,1.0042,8.29356,0,1,0,0,10023.78465,11,2,0.678161,0.086957,0.252149,0.002865,0.086999,0.026316,60.02381,0,0,0,0,0,0.016393,0.016393,10021.74228,0,0,0,0,0,0,0,0,0.333333,0.428571,0.142857,0.142857,0.142857,0,0,0,0,0,0,0,0
2,0.425441,0.684019,0.762391,6116,3514,1430,49,25,70,34,0,1,0,0,0,0,0,113,2,0,1,0.99927,0.000003,0,0,0,0,7072.325762,0,1,0,1,1,1,0.070333,1,1,0,0,0,0,0,0,0,7072.325762,0,0,0,0,0,0,0,0,0.133333,0.25,0.0625,0.0625,0.083333,0,0,0,0,0,0,0,0
1,0.425449,0.752415,0.772369,3843,2208,739,58,40,134,81,0,0,0,0,0,0,0,204,3,35,33,1.00083,-0.002028,0,0,0,0,5256.303718,10,2,0.706667,0.078014,0.304636,0.006623,0.19021,0.037037,35.043478,0,0,0,0,0,0,0,5272.2699,0,0,0,0,0,0,0,0,0.235294,0.35,0.05,0.05,0.071429,0,0,0,0,0,0,0,0
8,0.425449,0.752415,0.772369,3843,2208,739,58,40,134,81,0,0,0,0,0,0,0,206,2,34,23,1.001392,-0.0046,0,1,0,0,8659.8068,10,2,0.741463,0.112903,0.320388,0.058252,0.185204,0.02439,34.032258,0,0,0,0,0,0,0,8709.579658,0,0,0,0,0,0,0,0,0.25,0.357143,0.071429,0.071429,0.090909,0,0,0,0,0,0,0,0
143,0.42559,0.610588,0.680353,551749,316930,117131,1020,324,6454,1719,0,1,0,0,0,0,0,1727,40,0,2,0.999892,0.000027,0,0,0,0,29193.71901,0,1,0,1,1,1,0.059757,1,1,0,0,0,0,0,0,0,29186.95843,0,0,0,0,0,0,0,0,0.067708,0.45098,0.196078,0.004902,0.025641,0,0,0,0,0,0,0,0
7811,0.425778,0.571613,0.675248,330480,189769,185927,1519,920,4908,3016,2,1,0,0,0,0,0,4,3,35,98,0.880626,351.834724,0,0,0,0,1999.517642,20,4,0.747826,0.154229,0.298701,0.017316,0.112599,0.026316,35.03125,0,0,0,0,0,0,0,1594.674023,0,0,0,0,0,0.010101,0.010101,0,0.117647,0.333333,0.111111,0.055556,0.083333,0,0,0,0,0,0,0,0
40834,0.425939,0.688464,0.741467,2403037,1379491,578690,16790,7226,59476,24045,2,-1,0,0,0,0,0,298,11,4,0,1.008995,-0.050159,0,1,0,0,2050.660283,12,2,0.9375,0.0625,0.30303,0.151515,0.062659,0.052632,4.2,0,0,0,0,0,0,0,2052.046577,0,0,0,0,0,0,0,0,0.197183,0.297619,0.011905,0.011905,0.032258,0,0,0,0,0,0,0,0
2,0.425939,0.688464,0.741467,2403037,1379491,578690,16790,7226,59476,24045,2,-1,0,0,0,0,0,19,2,1,1,1,6.525348,0,0,0,0,1919.649294,5,1,1,0.142857,0.285714,0.142857,0.107447,0.142857,1.5,0,0,0,0,0,0,0,1919.649294,0,0,0,0,0,0,0,0,0.133333,0.25,0.0625,0.0625,0.083333,0,0,0,0,0,0,0,0
206986,0.425939,0.688464,0.741467,2403037,1379491,578690,16790,7226,59476,24045,2,-1,0,0,0,0,0,23,3,20,0,1.083405,-0.295661,0,1,0,0,463.015151,5,1,0.744681,0.170732,0.357895,0.010526,0.115873,0.035714,20.076923,0,0,0,0,0,0,0,482.946616,0,0,0,0,0,0,0,0,0.058824,0.235294,0.058824,0.058824,0.1,0,0,0,0,0,0,0,0
2,0.425939,0.688464,0.741467,2403037,1379491,578690,16790,7226,59476,24045,2,-1,0,0,0,0,0,2767,29,0,21,0.998952,0.000025,0,0,0,0,34635.2064,0,1,0,1,1,1,0.076706,1,1,0,0,0,0,0,0,0,34535.26787,0,0,0,0,0,0,0,0,0.135714,0.462025,0.164557,0.006329,0.025,0,0,0,0,0,0,0,0
3,0.425939,0.688464,0.741467,2403037,1379491,578690,16790,7226,59476,24045,2,-1,0,0,0,0,0,4,1,1,1,1,7.393267,0,0,0,0,3876.415811,3,1,1,0.2,0.4,0.2,0.2,0.2,1.5,0,0,0,0,0,0,0,3876.415811,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0.25,0.25,0,0,0,0,0,0,0,0
5,0.425939,0.688464,0.741467,2403037,1379491,578690,16790,7226,59476,24045,2,-1,0,0,0,0,0,19,3,24,0,1.04073,-0.147548,0,1,0,0,1582.642686,10,2,0.766423,0.02963,0.202899,0.007246,0.096896,0.04,24.041667,0,0,0,0,0,0,0,1642.050424,0,0,0,0,0,0,0,0,0.041667,0.166667,0.041667,0.041667,0.083333,0,0,0,0,0,0,0,0
0,0.42596,0.478601,0.627962,71826,41231,44872,231,170,1117,718,0,1,0,0,0,0,0,36,5,1,3,0.998699,0.00006,0,0,0,0,7310.860524,3,1,1,0.5,0.6,0.2,0.034788,0.2,1.5,0,0,0,0,0,0,0,7299.378721,0,0,0,0,0,0,0,0,0.131579,0.238095,0.02381,0.02381,0.047619,0,0,0,0,0,0,0,0
1257,0.426149,0.633764,0.717381,159308,91419,97428,980,723,6012,4161,0,1,0,0,0,0,0,33,10,136,44,1.386073,-1.232905,0,0,0,0,739.670571,11,2,0.483653,0.07497,0.328829,0.106982,0.120429,0.020408,136.010638,0,0,0,0,0,0,0,739.576021,0,0,0,0,0,0,0,0,0.166667,0.306452,0.016129,0.016129,0.04,0,0,0,0,0,0,0,0
25762,0.426149,0.633764,0.717381,159308,91419,97428,980,723,6012,4161,0,1,0,0,0,0,0,410,11,2,0,1.000257,0.000008,0,1,0,0,8953.706098,5,1,1,0.083333,0.25,0.083333,0.175815,0.1,2.333333,0,0,0,0,0,0,0,8960.232473,0,0,0,0,0,0,0,0,0.254237,0.383562,0.041096,0.013699,0.032258,0,0,0,0,0,0,0,0
229,0.426273,0.590121,0.635482,30328,17400,31267,346,339,1115,981,3,0,0,1,0,0,0,957,27,97,49,1.036085,72.191792,0,1,0,0,3863.979519,13,3,0.599297,0.106589,0.373684,0.107018,0.099865,0.02,97.017857,0,0,0,0,0,0,0,3885.989814,0,0,0,0,0,0,0,0,0.059701,0.460993,0.219858,0.007092,0.032258,0,0,0,0,0,0,0,0
5,0.426309,0.602283,0.701131,167740,96231,72328,374,163,2005,927,0,0,0,0,0,0,0,122,2,17,0,1.002729,-0.003749,0,1,1,0,14884.45733,13,2,0.856,0.040984,0.230159,0.055556,0.078304,0.035714,17.055556,0,0,0,0,0,0,0,14978.01491,0,0,0,0,0,0,0,0,0.133333,0.25,0.0625,0.0625,0.076923,0,0,0,0,0,0,0,0
26,0.426309,0.602283,0.701131,167740,96231,72328,374,163,2005,927,0,0,0,0,0,0,0,66,22,79,0,1.015446,-0.009169,0,0,0,0,11826.63236,13,2,0.613153,0.033865,0.196911,0.013514,0.07352,0.026316,79.014925,0,0,0,0,0,0,0,12221.59879,0,0,0,0,0,0,0,0,0.045752,0.18239,0.006289,0.006289,0.037037,0,0,0,0,0,0,0,0
3,0.426501,0.487571,0.500355,2415,1385,2230,34,21,82,36,0,1,0,0,0,0,0,3492,39,1,0,1.000047,-0.000541,0,0,0,0,34576.97362,5,1,1,0.142857,0.285714,0.142857,0.081983,0.142857,1.5,0,0,0,0,0,0,0,34576.97362,0,0,0,0,0,0,0,0,0.064516,0.258883,0.005076,0.005076,0.033333,0,0,0,0,0,0,0,0
9581,0.426813,0.761978,0.807917,731,419,89,13,6,30,13,0,0,0,0,0,0,0,540,7,3,6,0.998915,16.237301,0,0,0,0,9229.947528,8,1,1,0.214286,0.4375,0.125,0.100556,0.076923,3.25,0,0,0,0,0,0,0,9202.614111,0,0,0,0,0,0,0,0,0.083333,0.215686,0.019608,0.019608,0.055556,0,0,0,0,0,0,0,0
1,0.427114,0.506329,0.564091,2353,1348,904,34,29,147,75,0,1,0,0,0,0,0,1898,11,2,2,1.000019,0.000087,0,0,0,0,15530.01948,3,1,1,0.111111,0.666667,0.444444,0.081098,0.125,2.333333,0,0,0,0,0,0,0,15530.93423,0,0,0,0,0,0,0,0,0.067568,0.205128,0.012821,0.012821,0.04,0,0,0,0,0,0,0,0
11409,0.427148,0.88792,0.901208,2107,1207,487,31,21,38,24,0,0,0,0,0,0,0,48,13,9,16,0.990749,13.02777,0,0,0,0,1915.372455,12,2,0.877193,0.092593,0.241379,0.017241,0.07356,0.043478,9.111111,0,0,0,0,0,0,0,1869.013159,0,0,0,0,0,0,0,0,0.040404,0.166667,0.009804,0.009804,0.04,0,0,0,0,0,0,0,0
1398,0.427664,0.498143,0.573555,1417,811,553,3,3,107,69,0,0,0,0,0,0,0,73,1,1,1,0.99985,6.917804,0,0,0,0,2989.247284,9,1,0.9,0.090909,0.181818,0.090909,0.065266,0.125,1.5,0,0,0,0,0,0,0,2989.247284,0,0,0,0,0,0,0,0,0.25,0.333333,0.111111,0.111111,0.111111,0,0,0,0,0,0,0,1
418,0.427723,0.741795,0.796274,5050,2890,1024,137,38,240,64,0,1,0,0,0,0,0,731,3,7,0,1.002212,0.00057,0,1,0,0,9913.395468,7,1,0.761905,0.128205,0.27907,0.023256,0.069195,0.071429,7.2,0,0,0,0,0,0,0,9934.487002,0,0,0,0,0,0,0,0,0.066667,0.266667,0.066667,0.066667,0.1,0,0,0,0,0,0,0,0
4,0.428062,0.508155,0.521135,7298,4174,689,68,21,96,34,0,0,0,0,0,0,0,17,1,24,12,1.05474,35.749154,0,0,0,0,729.47762,10,2,0.755245,0.028369,0.263889,0.076389,0.118354,0.032258,24.043478,0,0,0,0,0,0,0,735.395907,0,0,0,0,0,0,0,0,0.25,0.333333,0.111111,0.111111,0.111111,0,0,0,0,0,0,0,0
26911,0.428185,0.715099,0.761715,73968,42296,55664,649,264,1667,639,0,1,0,0,0,0,0,107,2,4,0,1.002687,-0.013428,0,0,0,0,3885.798104,6,2,0.95,0.047619,0.238095,0.047619,0.050784,0.083333,4.2,0,0,0.4,0,0,0,0.4,3894.627595,0,0,0,0,0,0,0,0,0.111111,0.333333,0.111111,0.111111,0.142857,0,0,0,0,0,0,0,1
65708,0.428191,0.441904,0.513954,376,215,305,4,5,16,8,0,0,0,0,0,0,0,109,1,11,772,0.691987,1572.011422,0,0,0,0,5921.828948,12,2,0.835821,0.045455,0.205882,0.014706,0.080494,0.047619,11.090909,0,0,0,0.083333,0,0,0.083333,3337.661416,0,0,0,0,0,0,0,0,0.090909,1,0.818182,0.181818,0.125,0,0,0,0,0,0,0,1
0,0.428352,0.676789,0.7256,272785,155937,50938,392,171,4172,1908,0,1,0,0,0,0,0,1580,3,0,2,0.999057,6.711742,0,1,0,0,6501.894746,0,1,0,1,1,1,0.118167,1,1,0,0,0,0,0,0,0,6501.894746,0,0,0,0,0,0,0,0,0.214286,0.375,0.0625,0.0625,0.090909,0,0,0,0,0,0,0,0
5,0.428359,0.661703,0.728624,405018,231525,63879,1574,941,14428,6892,0,1,0,0,0,0,0,430,3,5,2,1.003016,0.000301,0,0,0,0,3461.844237,9,2,0.883721,0.125,0.227273,0.022727,0.107374,0.055556,5.2,0,0,0,0,0,0,0,3472.774186,0,0,0,0,0,0,0,0,0.095238,0.227273,0.045455,0.045455,0.083333,0,0,0,0,0,0,0,0
6148,0.428359,0.661703,0.728624,405018,231525,63879,1574,941,14428,6892,0,1,0,0,0,0,0,1133,4,11,10,1.00044,37.010877,0,0,0,0,5410.634687,11,2,0.786667,0.054795,0.197368,0.013158,0.080021,0.047619,11.1,0,0,0,0,0,0,0,5400.761943,0,0,0,0,0,0,0,0,0.066667,0.193548,0.032258,0.032258,0.055556,0,0,0,0,0,0,0,0
246,0.428571,0.956235,0.974428,7,4,0,1,0,1,0,0,0,0,0,0,0,0,1862,1,7,0,1.002493,-0.009672,0,0,0,0,8279.502649,9,3,0.95,0.135135,0.292683,0.02439,0.096142,0.052632,7.125,0,0,0,0,0.125,0,0.125,8301.133,0,0,0,0,0,0,0,0,0.2,0.272727,0.090909,0.090909,0.090909,0,0,0,0,0,0,0,0
1,0.428571,0.755302,0.909186,7,4,0,1,0,2,0,0,0,0,0,0,0,0,793,1,0,0,1.000014,0,0,1,0,0,8129.828878,0,1,0,1,1,1,0.189571,1,1,0,0,0,0,0,0,0,8129.828878,0,0,0,0,0,0,0,0,0.25,0.333333,0.111111,0.111111,0.125,0,0,0,0,0,0,0,0
1190,0.428571,0.67723,0.68153,14,8,4,2,1,3,1,0,0,0,0,0,0,0,195,2,2,0,1.003968,-0.028078,0,0,0,0,1724.275223,7,1,0.923077,0.071429,0.214286,0.071429,0.054677,0.125,2.333333,0,0,0,0,0,0,0,1724.96837,0,0,0,0,0,0,0,0,0.222222,0.4,0.1,0.1,0.125,0,0,0,0,0,0,0,1
2,0.428571,0.428571,0.591991,7,4,4,1,1,3,2,0,0,0,0,0,0,0,23,2,3,3,1.000237,6.415853,0,0,0,0,2018.856689,9,2,1,0.25,0.333333,0.041667,0.069767,0.058824,3.25,0,0,0,0,0,0,0,2011.005429,0,0,0,0,0,0,0,0,0.133333,0.25,0.0625,0.0625,0.076923,0,0,0,0,0,0,0,0
28663,0.428571,0.428571,0.661972,7,4,7,3,3,3,3,0,0,0,0,0,0,0,224,2,3,3,1,-0.004486,0,0,0,0,4133.10176,2,1,0.875,0.111111,1,0.666667,0.111111,0.2,3.25,0,0,0,0,0,0,0,4129.985762,0,0,0,0,0,0,0,0,0.153846,0.285714,0.071429,0.071429,0.111111,0,0,0,0,0,0,0,0
3,0.428571,0.428571,0.592404,7,4,4,1,1,2,2,0,0,0,0,0,0,0,115,3,0,2,0.997916,0.000408,0,0,0,0,3411.708313,0,1,0,1,1,1,0.084193,1,1,0,0,0,0,0,0,0,3404.80937,0,0,0,0,0,0,0,0,0.105263,0.25,0.05,0.05,0.076923,0,0,0,0,0,0,0,0
3630,0.428571,0.428571,0.428571,14,8,4,2,1,3,2,0,0,0,0,0,0,0,193,8,5,3,1.001004,7.566767,0,1,0,0,5647.397239,7,2,1,0.076923,0.259259,0.037037,0.076698,0.071429,5.166667,0,0,0,0,0,0,0,5647.602026,0,0.25,0,0,0,0,0.25,0,0.035714,0.245614,0.087719,0.017544,0.045455,0,0,0,0,0,0,0,0
0,0.428692,0.655873,0.712958,15370,8781,9820,52,47,223,181,0,0,0,0,0,0,0,7551,14,1,1,1,0.000001,0,0,0,0,21180.44476,3,1,1,0.5,0.6,0.2,0.2,0.2,1.5,0,0,0,0,0,0,0,21180.44476,0,0,0,0,0,0,0,0,0.153846,0.384615,0.125,0.009615,0.028571,0,0,0,0,0,0,0,0
3920,0.428732,0.801179,0.838952,53495,30560,25101,416,378,1571,1317,0,1,0,0,0,0,0,163,4,56,24,1.008852,47.669704,0,0,1,0,7083.856008,13,3,0.674342,0.081272,0.259016,0.003279,0.155255,0.025641,56.032258,0,0,0,0,0,0,0,7071.711764,0,0,0,0,0,0,0,0,0.2,0.347826,0.043478,0.043478,0.058824,0,0,0,0,0,0,0,0
290,0.428837,0.578485,0.651122,196998,112518,63476,2737,1096,5022,1986,0,1,0,0,0,0,0,107,25,0,12,0.992726,28.657128,0,0,0,0,2618.206883,0,1,0,1,1,1,0.158526,1,1,0,0,0,0,0,0,0,2551.358214,0,0,0,0,0,0,0,0,0.092437,0.581395,0.310078,0.007752,0.027778,0,0,0,0,0,0,0,0
2,0.428879,0.53539,0.629604,464,265,100,11,4,15,5,0,0,0,0,0,0,0,113,5,2,2,1.000082,0,0,1,0,0,4221.520504,4,1,1,0.111111,0.777778,0.555556,0.152373,0.125,2.333333,0,0,0,0,0,0,0,4221.520504,0,0,0,0,0,0,0,0,0.1875,0.297297,0.027027,0.027027,0.052632,0,0,0,0,0,0,0,0
2,0.428964,0.699204,0.75251,94255,53823,33655,927,521,3178,1852,0,0,0,0,0,0,0,366,2,0,15,0.996508,16.561645,0,0,0,0,10518.73427,0,1,0,1,1,1,0.051501,1,1,0,0,0,0,0,0,0,10435.04361,0,0,0,0,0,0,0,0,0.153846,0.285714,0.071429,0.071429,0.1,0,0,0,0,0,0,0,0
2879,0.428994,0.59168,0.700396,821760,469230,393237,2096,1016,8530,4179,3,1,0,0,0,0,0,134,5,134,15,1.003256,-0.005838,0,0,0,0,30944.88901,10,2,0.531783,0.065898,0.444272,0.176471,0.121754,0.022222,134.017544,0,0,0,0,0,0,0,31153.43354,0,0,0,0,0,0,0,0,0.071429,0.275862,0.068966,0.034483,0.055556,0,0,0,0,0,0,0,0
389,0.428994,0.59168,0.700396,821760,469230,393237,2096,1016,8530,4179,3,1,0,0,0,0,0,120,3,62,1,1.001981,10.227074,0,1,0,0,29819.11432,11,2,0.695015,0.03003,0.245614,0.038012,0.126167,0.025641,62.019608,0,0,0,0,0,0,0,30141.84474,0,0,0,0,0,0,0,0,0.142857,0.26087,0.043478,0.043478,0.0625,0,0,0,0,0,0,0,0
0,0.428994,0.59168,0.700396,821760,469230,393237,2096,1016,8530,4179,3,1,0,0,0,0,0,6,7,5,0,1.005033,-0.019741,0,0,0,0,2074.332806,10,2,1,0.217391,0.37037,0.037037,0.094974,0.055556,5.166667,0,0,0,0,0,0,0,2087.253826,0,0,0,0,0,0,0,0,0.171429,0.325,0.025,0.025,0.047619,0,0,0,0,0,0.1,0.1,0
0,0.429016,0.698317,0.749338,511445,292027,235463,3520,2571,18285,12104,0,1,0,0,0,0,0,64,12,1,1,1.000136,7.080124,0,0,0,0,3165.549302,12,2,1,0.071429,0.142857,0.071429,0.058208,0.1,1.5,0,0,0,0,0,0,0,3165.549302,0,0,0,0,0,0,0,0,0.183673,0.649123,0.298246,0.017544,0.043478,0,0,0,0,0,0,0,0
20761,0.429016,0.698317,0.749338,511445,292027,235463,3520,2571,18285,12104,0,1,0,0,0,0,0,166,23,0,1,0.999707,8.280711,0,0,0,0,9436.116203,0,1,0,1,1,1,0.094432,1,1,0,0,0,0,0,0,0,9436.116203,0,0,0,0,0,0,0,0,0.106796,0.619469,0.327434,0.00885,0.029412,0,0,0,0,0,0,0,0
8729,0.429016,0.698317,0.749338,511445,292027,235463,3520,2571,18285,12104,0,1,0,0,0,0,0,11,11,30,0,1.012258,-0.038017,0,0,1,0,5982.820291,10,3,0.821839,0.093168,0.422857,0.171429,0.085482,0.025641,30.038462,0,0,0,0,0,0,0,6070.122659,0,0,0,0,0,0,0,0,0.086207,0.258065,0.016129,0.016129,0.052632,0,0,0,0,0,0,0,0
106829,0.429016,0.698317,0.749338,511445,292027,235463,3520,2571,18285,12104,0,1,0,0,0,0,0,115,3,120,10,1.20634,5.949961,0,1,0,0,1637.489894,12,2,0.60089,0.07815,0.322963,0.074074,0.085406,0.020833,120.015152,0,0,0,0,0,0,0,1761.039844,0,0,0,0,0,0,0,0,0.086957,0.208333,0.041667,0.041667,0.071429,0,0,0,0,0,0,0,0
317,0.429016,0.698317,0.749338,511445,292027,235463,3520,2571,18285,12104,0,1,0,0,0,0,0,940,30,5,4,1.000047,16.39187,0,0,0,0,7351.802868,6,2,0.961538,0.12,0.592593,0.333333,0.102684,0.058824,5.166667,0,0,0,0,0,0,0,7356.088176,0,0,0,0,0,0,0,0,0.137405,0.567568,0.25,0.006757,0.023256,0,0,0,0,0,0,0,0
10100,0.429059,0.739133,0.783358,7626,4354,5357,32,26,300,194,0,1,0,0,0,0,0,415,2,1,2,0.999534,0.000454,0,0,0,0,3888.396629,9,1,0.9,0.090909,0.181818,0.090909,0.095477,0.125,1.5,0,0,0,0,0,0,0,3881.566184,0,0,0,0,0,0,0,0,0.222222,0.5,0.2,0.1,0.111111,0,0,0,0,0,0,0,0
1515,0.429125,0.535105,0.660336,355153,202748,93043,508,252,2783,1188,0,0,0,0,0,0,0,1702,4,2,0,1.000241,-0.000925,0,1,0,0,22081.3712,5,1,0.916667,0.166667,0.307692,0.076923,0.09662,0.111111,2.333333,0,0,0,0,0,0,0,22085.82383,0,0,0,0,0,0,0,0,0.071429,0.206897,0.034483,0.034483,0.058824,0,0,0,0,0,0,0,0
1,0.429125,0.535105,0.660336,355153,202748,93043,508,252,2783,1188,0,0,0,0,0,0,0,52,6,0,0,1.000155,0,0,1,0,0,2276.840036,0,1,0,1,1,1,0.079473,1,1,0,0,0,0,0,0,0,2276.840036,0,0,0,0,0,0,0,0,0.078947,0.225,0.025,0.025,0.05,0,0,0,0,0,0,0,0
6,0.429125,0.535105,0.660336,355153,202748,93043,508,252,2783,1188,0,0,0,0,0,0,0,342,4,233,51,1.036859,51.185792,0,1,0,0,7651.106907,13,2,0.500349,0.030151,0.201534,0.01046,0.090915,0.021277,233.007463,0,0,0,0,0,0,0,8060.892046,0,0,0,0,0,0,0,0,0.096774,0.212121,0.030303,0.030303,0.058824,0,0,0,0,0,0,0,0
1351,0.429327,0.637186,0.711155,2080,1187,1703,74,53,199,122,0,0,0,0,0,0,0,289,3,6,6,1,0,0,0,0,0,6524.884205,8,1,0.942857,0.15625,0.305556,0.027778,0.027778,0.052632,6.142857,0,0,0,0,0,0,0,6524.884205,0,0,0,0,0,0,0,0,0.086957,0.208333,0.041667,0.041667,0.0625,0,0,0,0,0,0,0,0
1,0.429974,0.707491,0.770439,431910,246200,325831,7995,4734,22401,13453,3,1,0,0,0,0,0,1265,2,0,1,0.99987,8.996033,0,1,0,0,15687.96662,0,1,0,1,1,1,0.130935,1,1,0,0,0,0,0,0,0,15687.96662,0,0,0,0,0,0,0,0,0.142857,0.266667,0.066667,0.066667,0.076923,0,0,0,0,0,0,0,0
2,0.430001,0.619973,0.707862,1243961,709056,734784,8757,7532,21396,14098,3,1,0,0,0,0,0,3950,3,7,4,1.000874,-0.002756,0,0,0,0,16421.73043,13,2,0.90566,0.122449,0.240741,0.018519,0.094715,0.045455,7.125,0,0,0,0,0,0,0,16432.38922,0,0,0,0,0,0,0,0,0.052632,0.210526,0.052632,0.052632,0.076923,0,0,0,0,0,0,0,0
14367,0.430013,0.674791,0.739454,106162,60511,155978,1697,1449,3368,3000,0,1,0,0,0,0,0,65,9,2,2,1,5.835999,0,0,0,0,1131.153312,5,1,1,3,1,0.090909,0.090909,0.111111,2.333333,0,0,0,0,0,0,0,1131.576961,0,0,0,0,0,0,0,0,0.037736,0.203704,0.018519,0.018519,0.05,0,0,0,0,0,0.083333,0.083333,0
1,0.430052,0.562934,0.662737,386,220,55,3,3,15,7,0,1,0,0,0,0,0,22,2,1,0,1.001883,-0.011411,0,1,0,0,1709.805724,8,1,1,0.1,0.2,0.1,0.060568,0.142857,1.5,0,0,0,0,0,0,0,1709.805724,0,0,0,0,0,0,0,0,0.214286,0.3125,0.0625,0.0625,0.071429,0,0,0,0,0,0,0,0
61678,0.430097,0.664264,0.743607,37645,21454,20728,847,444,2561,1534,0,0,0,0,0,0,0,73,2,2,0,1.007063,0.000085,0,1,0,0,2093.846,8,1,1,0.125,0.235294,0.058824,0.104785,0.090909,2.333333,0,0,0,0,0,0,0,2098.420904,0,0,0,0,0,0,0,0,0.066667,0.2,0.066667,0.066667,0.1,0,0,0,0,0,0,0,0
4,0.430097,0.664264,0.743607,37645,21454,20728,847,444,2561,1534,0,0,0,0,0,0,0,11778,2,2,2,1,10.277845,0,0,0,0,66055.35093,10,1,0.954545,0.043478,0.130435,0.043478,0.043478,0.066667,2.333333,0,0,0,0,0,0,0,66050.41457,0,0,0,0,0,0,0,0,0.181818,0.333333,0.083333,0.083333,0.1,0,0,0,0,0,0,0,0
12,0.430269,0.707077,0.76206,78753,44868,21695,391,185,968,440,0,0,0,0,0,0,0,8,7,64,1,1.306801,-0.878498,0,1,1,0,531.658233,13,3,0.707254,0.043011,0.248062,0.041344,0.105263,0.022222,64.018182,0,0,0,0,0,0,0,618.618094,0,0,0,0,0,0,0,0,0.076923,0.243902,0.02439,0.02439,0.052632,0,0,0,0,0,0,0,0
4349,0.430425,0.534025,0.625323,2774,1580,2404,85,71,225,167,0,0,0,0,0,0,0,44,14,1,0,1.000401,-0.020979,0,1,0,0,835.000364,2,1,1,0.25,1,0.75,0.104334,0.25,1.5,0,0,0,0,0,0,0,835.000364,0,0,0,0,0,0,0,0,0.159091,0.366337,0.09901,0.009901,0.028571,0,0,0,0,0,0,0,0
